Permit_ID,Company,Status_Code,Status,Inspectable,Increment,Bond_ID,Bond_Type,Bond_Institution,Current_Bond_Acreage,Original_Bond_Amount,Current_Bond_Amount
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,26,RG-013723-135,RECLAMATION GUARANTY FUND,KENTUCKY RECLAMATION GUARANTY FUND,37.6,114000,114000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,8,RG-013723-104,RECLAMATION GUARANTY FUND,KENTUCKY RECLAMATION GUARANTY FUND,33.87,157400,119000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,25,RG-013723-134,RECLAMATION GUARANTY FUND,KENTUCKY RECLAMATION GUARANTY FUND,56,166000,166000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,36,RG-013723-237,RECLAMATION GUARANTY FUND,KENTUCKY RECLAMATION GUARANTY FUND,64,192000,192000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,99,1607989,SUPPLEMENTAL ASSURANCE,CASH BONDS ONLY,0,150000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,99,1644708,SUPPLEMENTAL ASSURANCE,CASH BONDS ONLY,0,150000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,99,1653781,SUPPLEMENTAL ASSURANCE,CASH BONDS ONLY,0,150000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,99,2990,SUPPLEMENTAL ASSURANCE,"COMMUNITY TRUST BANK, PIKEVILLE",0,50000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,99,N-052018-858-0236-SUP,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,450000,450000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,8,N-052018-858-0236-08,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,20500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,9,N-052018-858-0236-09,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,19000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,10,N-052018-858-0236-10,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,20000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,11,N-052018-858-0236-11,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,20500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,12,N-052018-858-0236-12,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,18500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,13,N-052018-858-0236-13,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,5500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,14,N-042020-858-0236-14,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,7000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,15,N-052018-858-0236-15,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,38500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,16,N-052018-858-0236-16,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,29500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,17,N-052018-858-0236-17,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,17000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,18,N-052018-858-0236-18,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,31500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,19,N-042022-858-0236-19,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,13000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,24,N-122018-858-0236-24,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,20500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,29,N-082019-858-0236-29,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,14500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,30,N-702020-858-0236-30,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,16000,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,31,N-102020-858-0236-31,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,13500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,102,N-092018-858-0236-102,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,15500,0
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,107,N-112022-858-0236-107,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,1.6,1000,1000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,102,N-042024-858-0236-102,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,30.97,1500,1500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,108,N-112022-858-0236-108,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,10.4,4500,5500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,5,N-112022-858-0236-5,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,17,8500,8500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,27,N-122018-858-0236-27,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,22.5,24000,11500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,105,N-042021-858-0236-105,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,22.06,14500,11500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,25,N-112022-858-0236-25,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,28.5,5500,14500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,108,N-122021-858-0236-108,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,28.59,14500,14500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,112,N-112024-8585-0236-112,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,29,14500,14500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,23,N-032022-858-0236-23,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,30.54,15500,15500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,101,N-092018-858-0236-101,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,30.75,13000,16000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,110,N-112022-858-0236-110,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,32,14000,16000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,104,N-042021-858-0236-104,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,34.67,11500,17500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,39,N-112022-858-0236-39,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,35.6,18000,18000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,109,N-112022-858-0236-109,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,34.55,16000,18000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,34,N-102020-858-0236-34,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,38.3,19000,19000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,106,N-052021-858-0236-106,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,37.75,20000,19000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,107,N-052021-858-0236-107,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,38.88,18500,19500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,33,N-102020-858-0236-33,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,40.48,18500,20500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,103,N-092018-858-0236-103,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,44.29,20500,22500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,26,N-122018-858-0236-26,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,45.6,19000,23000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,111,N-042025-858-0236-111,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,50.7,25500,25500
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,25,N-122018-858-0236-25,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,56,28000,28000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,36,N-112022-858-0236-36,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,64,32000,32000
8580236,D & J COAL COMPANY LLC,AP,Actively Producing,YES,5,N-052018-858-0236-05,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,63.72,29500,32500
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,GEN00000002154,CASH,CASH BONDS ONLY,0,2500,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,7880,CERTIFICATE OF DEPOSIT,INEZ DEPOSIT BANK,0,21300,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,2,250567,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,1.51,5000,5000
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,4,250569,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,12.19,18500,18500
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,3,250568,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,14.29,36500,36500
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,250566,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,20.56,48800,48800
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,166781,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,83100,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,2,166782,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,5000,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,3,166783,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,36500,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,4,166784,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,40900,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,VKY920067,SURETY BOND,VAN AMERICAN INSURANCE CO,0,23800,0
8585032,"BEECH FORK PROCESSING, LLC",SP,Suspended,YES,1,VKY920174,SURETY BOND,VAN AMERICAN INSURANCE CO,0,57400,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,4,251255,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,20.21,20800,20800
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,7,251256,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,7.09,36900,36900
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,3,251318,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,12.71,49700,49700
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,3,865349,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,49700,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,4,556633,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,20800,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,7,556634,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,36900,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,4,L-032002-858-5049-04,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,20800,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,7,L-0301-858-5049-07,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,10400,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,2,166793,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,32200,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,4,21-60-97,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,12400,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,5,16-67-94,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,12000,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,6,21-60-98,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,100,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,1,VKY-94-0090,SURETY BOND,RADIAN ASSET ASSURANCE INC,0,23600,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,3,VKY958063,SURETY BOND,RADIAN ASSET ASSURANCE INC,0,23100,0
8585049,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,4,VKY940089,SURETY BOND,VAN AMERICAN INSURANCE CO,0,31100,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,10,216067,SURETY BOND,NATIONAL UNION FIRE INS CO OF PA,0,24700,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,1,183792,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,8100,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,2,183795,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,12300,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,3,183788,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,12700,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,4,183796,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,39100,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,8,183789,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,10800,0
8585056,BEECH FORK PROCESSING INC,RC,Permit Released,NO,9,183790,SURETY BOND,NATIONAL UNION FIRE INS CO PITTSBURG PA,0,18700,0
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,2,BP-03062-64,BOND POOL,KY BOND POOL,22.05,98800,98800
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,RG-012449-15,RECLAMATION GUARANTY FUND,KENTUCKY RECLAMATION GUARANTY FUND,74.35,134700,134700
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,2,250515,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,22.05,11500,11500
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,251242,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,74.35,138300,138300
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,555826,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,199900,0
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,556162,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,6500,0
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,2,863120,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,11500,0
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,L-102002-858-5064-00,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,199900,0
8585064,CZAR COAL CORPORATION,O2,Active Temporary Cessation,YES,1,104423712,SURETY BOND,TRAVELERS PROPERTY CASUALTY,0,6500,0
8585070,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,1,BP-03061-24,BOND POOL,KY BOND POOL,1,4000,4000
8585070,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,1,BP-03061-13,BOND POOL,KY BOND POOL,36.5,16100,16100
8585070,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,1,251264,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,37.5,57000,57000
8585070,"BEECH FORK PROCESSING, LLC",A2,Reclamation Only,YES,1,558041,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,55500,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,862679,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,50000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,862680,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,50000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,862681,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,50000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,865081,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,100000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,865082,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,100000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,99,865083,SUPPLEMENTAL ASSURANCE,EVERGREEN NATIONAL COMPANY,0,100000,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,1,251268,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,47.07,182700,84700
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,2,251154,SURETY BOND,CONTINENTAL HERITAGE INSURANCE COMPANY,52.2,153000,153000
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,1,853646,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,59600,0
8585078,MAYO RESOURCES INC,A2,Reclamation Only,YES,2,862678,SURETY BOND,EVERGREEN NATIONAL COMPANY,0,114800,0
8587003,BEECH FORK PROCESSING INC,RC,Permit Released,NO,1,VKY920178,SURETY BOND,VAN AMERICAN INSURANCE CO,0,28800,0
8600048,LARRY CAUDILL,FF,Final Forfeiture,NO,1,10413,SURETY BOND,BANK OF HINDMAN INC,0,2000,0
8600144,C & S CONSTRUCTION CO,FF,Final Forfeiture,NO,1,GEN00000000941,CASH,CASH BONDS ONLY,0,2000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,99,64S103779895BCM,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,50000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,99,64S103779896BCM,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,50000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,99,64S103779897BCM,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,50000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,99,64S103779898BCM,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,300000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,1,124934,SURETY BOND,FRONTIER INSURANCE COMPANY,0,4052737,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,8,45033235,SURETY BOND,GREENWICH INSURANCE COMPANY,0,113400,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,9,45033236,SURETY BOND,GREENWICH INSURANCE COMPANY,0,625300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,11,45033237,SURETY BOND,GREENWICH INSURANCE COMPANY,0,143300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,13,45033238,SURETY BOND,GREENWICH INSURANCE COMPANY,0,44300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,14,45033239,SURETY BOND,GREENWICH INSURANCE COMPANY,0,35300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,15,45033240,SURETY BOND,GREENWICH INSURANCE COMPANY,0,99000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,1,9435443,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,4926300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,1,64S103779905BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,4052737,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,1,64S103923982BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,1579000,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,2,64S103923983BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,165300,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,3,64S103923984BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,91800,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,4,64S103923985BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,318500,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,5,64S103923986BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,199100,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,6,64S103923987BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,541400,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,7,64S103923988BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,536900,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,12,64S103923989BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,44500,0
8600157,STAR FIRE MINING COMPANY,RC,Permit Released,NO,1,64S100214587,SURETY BOND,TRAVELERS CASUALTY SURETY CO,0,4931400,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,3,U2793703,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,84500,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,103737060,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,45400,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,3,103737063,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,64400,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,4,023S103490287,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,133700,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,5,023S103490288,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,264000,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,6,023S103490289,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,220900,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,7,023S103490290,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,11500,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,U2793451,SURETY BOND,UNITED PACIFIC INS CO,0,675800,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,U2793512,SURETY BOND,UNITED PACIFIC INS CO,0,10800,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,U2793626,SURETY BOND,UNITED PACIFIC INS CO,0,771000,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,2,U2793702,SURETY BOND,UNITED PACIFIC INS CO,0,515700,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,VKY948049D,SURETY BOND,VAN AMERICAN INSURANCE CO,0,675800,0
8600347,DIAMOND MAY COAL COMPANY,RC,Permit Released,NO,1,VKY968194D,SURETY BOND,VAN AMERICAN INSURANCE CO,0,10800,0
8600368,CHEYENNE RESOURCES INC,RC,Permit Released,NO,1,11070,LETTER OF CREDIT,PEOPLE BANK AND TRUST COMPANY,0,5000,0
8600368,CHEYENNE RESOURCES INC,RC,Permit Released,NO,1,1198860036801,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,40500,0
8600368,CHEYENNE RESOURCES INC,RC,Permit Released,NO,1,L-0800-860-0368-01,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,45600,0
8600368,CHEYENNE RESOURCES INC,RC,Permit Released,NO,2,L-1099-860-0368-02,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,43800,0
8600372,HOLBROOK MINING COMPANY INC,FF,Final Forfeiture,NO,1,10018264,LETTER OF CREDIT,BANK OF WHITESBURG,0,116200,0
8600372,HOLBROOK MINING COMPANY INC,FF,Final Forfeiture,NO,2,10018264,LETTER OF CREDIT,BANK OF WHITESBURG,0,48500,0
8600372,HOLBROOK MINING COMPANY INC,FF,Final Forfeiture,NO,3,10018264,LETTER OF CREDIT,BANK OF WHITESBURG,0,24500,0
8600372,HOLBROOK MINING COMPANY INC,FF,Final Forfeiture,NO,4,10018264,LETTER OF CREDIT,BANK OF WHITESBURG,0,19900,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,1,377667784,CASH,CASH BONDS ONLY,0,5900,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,3,377667785,CASH,CASH BONDS ONLY,0,755800,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,8,962817,CASH,CASH BONDS ONLY,0,5000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,99,407260,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO,0,50000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,99,407261,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO,0,50000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,99,407262,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO,0,50000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,99,407263,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO,0,50000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,99,407264,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO,0,50000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,11,SU3 9000,SURETY BOND,ASPEN AMERICAN INSURANCE CO.,0,75000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,1,01I-001478,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,908000,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,2,01I-001477,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,784100,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,4,01I-001175,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,43800,0
8600380,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,YES,5,01I-001176,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,366700,0
