Permit_ID,Permittee,Type,Issue_Date,Facility_Name,Current_Status,Bond_Status
P300617,"PRIME PROCESSING, INC.",Prospect,05/02/2017,Eckman West No. 2,New,Bonded
P301516,"PRIME PROCESSING, INC.",Prospect,06/14/2017,Rock Lobster Prospect,New,Bonded
P301614,"PRIME PROCESSING, INC.",Prospect,10/28/2014,Eckman West Prospect,New,Bonded
P300123,"RAMACO RESOURCES, LLC",Prospect,02/16/2023,Triad Poca 6 Seam Deep Mine,New,Bonded
P300921,"RAMACO RESOURCES, LLC",Prospect,09/08/2022,Triad Poca 4 Seam Deep Mine,New,Bonded
U500419,"RAMACO RESOURCES, LLC",Coal Underground,03/02/2020,Triad Poca 4 Seam Deep Mine,New,Bonded
U500721,"RAMACO RESOURCES, LLC",Coal Underground,04/14/2022,Berwind Poca 6 Seam Deep Mine,New,Bonded
S300619,SHANE COAL COMPANY,Coal Surface Mine,06/24/2021,Surfacew Mine No. 1,New,Bonded
P300622,"SOUTHERN MINERALS, INC.",Prospect,07/27/2022,Berwind Prospect,New,Bonded
P300717,"SOUTHERN MINERALS, INC.",Prospect,07/31/2017,BC17 Prospect,New,Bonded
S300221,"SOUTHERN MINERALS, INC.",Coal Surface Mine,04/06/2023,Surface Mine No. 4,New,Bonded
S300420,THE BLACK DIAMOND COMPANY,Coal Surface Mine,08/17/2022,Isom Ridge Surface Mine,New,Bonded
P300225,"WEST VIRGINIA PROPERTIES, INC.",Prospect,03/10/2025,Harmon Branch Haulroad,New,Bonded
S300120,"BLUFF MOUNTAIN RESOURCES, LLC",Coal Surface Mine,06/05/2023,Pocahontas Contour Mine,New,Bonded
S300918,"BLUFF MOUNTAIN RESOURCES, LLC",Coal Surface Mine,05/31/2023,Sewell Surface Mine,New,Bonded
P300420,"CORNERSTONE MINERALS, LLC",Prospect,04/21/2020,Red Hawk Prospect,New,Bonded
S300222,"CORNERSTONE MINING, LLC",Coal Surface Mine,08/01/2023,Godfrey Branch Surface Mine,New,Bonded
S300921,"CORNERSTONE MINING, LLC",Coal Surface Mine,03/04/2022,Coaldale Surface Mine,New,Bonded
S301021,"CORNERSTONE MINING, LLC",Coal Surface Mine,03/31/2022,Titan Surface Mine,New,Bonded
U300621,"CORNERSTONE MINING, LLC",Coal Underground,08/19/2021,Beckley Seam Deep Mine,New,Bonded
O300720,"CORNERSTONE PROCESSING, LLC",Other,08/16/2021,Olan Processing Plant and Refuse Pile,New,Bonded
O500623,"APPALACHIAN RESOURCE WEST VIRGINIA, LLC",Other,01/03/2025,Millseat to Thacker Road,New,Bonded
P500624,"APPALACHIAN RESOURCE WEST VIRGINIA, LLC",Prospect,08/07/2024,Beech Creek Prospect,New,Bonded
S500722,"APPALACHIAN RESOURCE WEST VIRGINIA, LLC",Coal Surface Mine,02/28/2025,Beech Creek Surface Mine,New,Bonded
S500821,"APPALACHIAN RESOURCE WEST VIRGINIA, LLC",Coal Surface Mine,04/10/2023,Mauchlinville Branch Surface Mine,New,Bonded
P501012,"ARGUS ENERGY WV, LLC",Prospect,05/04/2012,ARGUS ENERGY 2012 PROSPECT,New,Bonded
P500422,BEN'S CREEK OPERATIONS WV LLC,Prospect,07/12/2022,Glen Alum Prospecting,New,Bonded
P500623,BEN'S CREEK OPERATIONS WV LLC,Prospect,04/26/2023,G1 Beech Creek Prospecting,New,Bonded
P501923,BEN'S CREEK OPERATIONS WV LLC,Prospect,12/18/2023,Alum Creek Prospect,New,Bonded
S500323,COAL-MAC LLC,Coal Surface Mine,04/29/2025,Scarlet Contour,New,Bonded
S500720,COAL-MAC LLC,Coal Surface Mine,12/15/2021,South Branch Surface Mine,New,Bonded
U501021,COAL-MAC LLC,Coal Underground,12/21/2022,Road Fork Deep Mine,New,Bonded
P501224,"M.G.C., INC.",Prospect,11/12/2024,MGC Prospect,New,Bonded
S500921,"MEGA HIGHWALL MINING, LLC",Coal Surface Mine,09/21/2022,Ben's Creek Surface Mine 1,New,Bonded
P501622,POCAHONTAS PROCESSING LLC,Prospect,01/18/2023,Delbarton Coalburg Prospect,New,Bonded
P500320,"REFLECTANCE ENERGY, LLC",Prospect,07/09/2020,Neds Branch Prospect,New,Bonded
P501120,"REFLECTANCE ENERGY, LLC",Prospect,03/19/2021,Harry's Branch Prospect (12/02,New,Bonded
S500524,"REFLECTANCE ENERGY, LLC",Coal Surface Mine,06/25/2025,Neds Branch Surface Mine,New,Bonded
S500922,"REFLECTANCE ENERGY, LLC",Coal Surface Mine,09/22/2023,Harry's Branch Contour Surface Mine,New,Bonded
O300508,KEY POINT MINING LLC,Other - Incidental/Construction,07/23/2008,Key's Shop Building & Maintena,New,Bonded
U302194,"LEXINGTON COAL COMPANY, LLC",Coal Underground,01/30/1996,DEEP MINE NO. 21,New,Bonded
P300323,"NICHOLAS CONTURA, LLC",Prospect,03/21/2023,Rolling Thunder Prospect (02/0,New,Bonded
P300325,"NICHOLAS CONTURA, LLC",Prospect,03/12/2025,Rolling Thunder 3 Prospect,New,Bonded
P301623,"NICHOLAS CONTURA, LLC",Prospect,10/02/2023,Rolling Thunder 2,New,Bonded
S300218,QUINWOOD COAL COMPANY LLC,Coal Surface Mine,11/16/2018,Hominy Surface Mine No. 1,New,Bonded
S300718,QUINWOOD COAL COMPANY LLC,Coal Surface Mine,10/07/2019,Hominy No. 2 Surface Mine,New,Bonded
U300618,QUINWOOD COAL COMPANY LLC,Coal Underground,08/07/2020,Quinwood No. 1 Deep Mine,New,Bonded
S300202,"RESOURCES LIMITED, LLC",Coal Surface Mine,09/18/2003,Laurel No. 1 Mine,New,Bonded
S301301,"RESOURCES LIMITED, LLC",Coal Surface Mine,06/11/2003,Wye No. 1 Mine,New,Bonded
P301723,"BLUFF MOUNTAIN RESOURCES, LLC",Prospect,09/08/2023,Bluff Mountain #2 Prospect,New,Bonded
Q300820,"EASTERN AGGREGATES, LLC",Quarry,07/28/2021,Sullivan Quarry,New,Bonded
P300525,"ELK RUN COAL COMPANY, LLC",Prospect,04/23/2025,Dow Fork Prospect,New,Bonded
P302324,"ELK RUN COAL COMPANY, LLC",Prospect,01/09/2025,Dow Fork Carbon Fuel Mine Inve,New,Bonded
S300321,MABEN COAL LLC,Coal Surface Mine,10/27/2022,Maben Highwall MIne No. 2,New,Bonded
P300823,"MARFORK COAL COMPANY, LLC",Prospect,06/22/2023,GAT Prospect 2023,New,Bonded
P301123,"MARFORK COAL COMPANY, LLC",Prospect,08/02/2023,Panther Eagle Prospect,New,Bonded
P302524,"MARFORK COAL COMPANY, LLC",Prospect,02/13/2025,GAT Prospect,New,Bonded
P300725,POCAHONTAS COAL COMPANY LLC,Prospect,03/20/2025,Right Fork (02/20/2025),New,Bonded
P300825,POCAHONTAS COAL COMPANY LLC,Prospect,07/02/2025,Keaton Prospect,New,Bonded
P301424,POCAHONTAS COAL COMPANY LLC,Prospect,07/19/2024,Horseshoe Fill Geotech No. 2,New,Bonded
P301524,POCAHONTAS COAL COMPANY LLC,Prospect,08/01/2024,Willibet North No. 1 Prospect,New,Bonded
P301624,POCAHONTAS COAL COMPANY LLC,Prospect,08/02/2024,Willibet South No. 2 Prospect,New,Bonded
P301724,POCAHONTAS COAL COMPANY LLC,Prospect,11/14/2024,Horsepen Ridge Prospect,New,Bonded
P302024,POCAHONTAS COAL COMPANY LLC,Prospect,09/24/2024,Amigo Prospect,New,Bonded
P302123,POCAHONTAS COAL COMPANY LLC,Prospect,12/07/2023,Affinity Corridor Prospect 3,New,Bonded
P302424,POCAHONTAS COAL COMPANY LLC,Prospect,03/19/2025,Rocky Branch Prospect,New,Bonded
S300723,POCAHONTAS COAL COMPANY LLC,Coal Surface Mine,05/23/2024,Willibet Surface Mine,New,Bonded
S301418,POCAHONTAS COAL COMPANY LLC,Coal Surface Mine,12/27/2021,P7 Contour Surface Mine,New,Bonded
S300316,"REPUBLIC ENERGY, LLC",Coal Surface Mine,11/13/2019,Center Contour Surface Mine,New,Bonded
S300721,"REPUBLIC ENERGY, LLC",Coal Surface Mine,08/07/2023,Fulton East Surface Mine,New,Bonded
S300821,"REPUBLIC ENERGY, LLC",Coal Surface Mine,11/30/2022,White Oak Surface Mine,New,Bonded
S301419,"REPUBLIC ENERGY, LLC",Coal Surface Mine,04/16/2021,Turkeyfoot Surface Mine,New,Bonded
P301924,GADDY ENGINEERING COMPANY,Prospect,09/17/2024,Hump Mtn (11/07/2023),New,Bonded
S500592,"ARGUS ENERGY WV, LLC",Coal Surface Mine,10/16/1992,QUEENS FORK NO. 2 SURFACE MINE,New,Bonded
S501895,"ARGUS ENERGY WV, LLC",Coal Surface Mine,01/05/1996,ROLLEM FORK #3,New,Bonded
P500315,"DJWV2, LLC",Prospect,06/09/2016,Stonecoal Mine,New,Bonded
P500515,"DJWV2, LLC",Prospect,06/09/2016,Jennie's Creek,New,Bonded
P500725,GADDY ENGINEERING COMPANY,Prospect,06/30/2025,Stonecoal Hollow (05/23/2025),New,Bonded
P300522,"ACTIVE RESOURCES, INC.",Prospect,04/20/2022,Chesnut Flats Prospect,New,Bonded
P304013,"APPALACHIAN COAL ENTERPRISES, LLC",Prospect,11/18/2013,Double Camp Branch Prospect,New,Bonded
P301323,"BD ENERGY, LLC",Prospect,03/28/2024,Reedy Branch Prospect 2023,New,Bonded
S301119,"BD ENERGY, LLC",Coal Surface Mine,06/21/2023,Reedy Branch South Surface Mine,New,Bonded
P300625,"BROOKS RUN SOUTH MINING, LLC",Prospect,04/24/2025,Bee Branch Prospect,New,Bonded
P301223,"BROOKS RUN SOUTH MINING, LLC",Prospect,10/06/2023,Roadfork#52 Mine Prospect,New,Bonded
P301224,"BROOKS RUN SOUTH MINING, LLC",Prospect,06/13/2024,Road Fork Prospect No. 1,New,Bonded
P301824,"BROOKS RUN SOUTH MINING, LLC",Prospect,09/20/2024,Road Fork Prospect No. 2,New,Bonded
U043200,"CM ENERGY OPERATIONS, LP",Coal Underground,06/28/1979,,New,Bonded
O300423,"CORNERSTONE MINING, LLC",Other,03/25/2025,Saturn Refuse Recovery,New,Bonded
U300220,"CORNERSTONE MINING, LLC",Coal Underground,11/19/2020,Pinnacle 9 Seam Deep,New,Bonded
Q301519,"EASTERN ASPHALT PRODUCTS, L.L.C.",Quarry,07/14/2020,Old Bradford Quarry,New,Bonded
P501023,"GREENBRIER MINERALS, LLC",Prospect,06/09/2023,Lower War Eagle 2023 Prospect,New,Bonded
P501223,"GREENBRIER MINERALS, LLC",Prospect,06/26/2023,Eagle Seam 2023 Prospect,New,Bonded
P501424,"GREENBRIER MINERALS, LLC",Prospect,12/05/2024,LWE_Huff Creek 2024 Prospect,New,Bonded
U071800,H & S COAL COMPANY,Coal Underground,01/18/1981,MINE NO. 3,New,Bonded
P400809,"JAMES C. JUSTICE COMPANIES, INC.",Prospect,02/18/2010,Pinnacle Creek Prospect,New,Bonded
S400209,"JHJN RESOURCES, LLC",Coal Surface Mine,05/17/2011,Mine Number 1,New,Bonded
P301023,MABEN COAL LLC,Prospect,02/09/2024,Maben-Cedar Creek Prospect No1,New,Bonded
P301125,MABEN COAL LLC,Prospect,06/25/2025,Slick Rock Sewell Prospect 2,New,Bonded
P302414,MABEN COAL LLC,Prospect,02/02/2015,Maben Prospect No. 2,New,Bonded
P302624,MABEN COAL LLC,Prospect,01/28/2025,Slick Rock Sewell Prospect,New,Bonded
S300519,MABEN COAL LLC,Coal Surface Mine,08/30/2021,Maben Highwall Mine No. 1,New,Bonded
S300623,MABEN COAL LLC,Coal Surface Mine,04/28/2025,Maben Highwall Mine No. 3,New,Bonded
P304711,"NATIONAL RESOURCES, INC.",Prospect,09/25/2012,Barkers Ridge Prospect No. 2,New,Bonded
P305012,"NATIONAL RESOURCES, INC.",Prospect,06/10/2013,Belcher Branch Prospect 2012,New,Bonded
O300319,POCAHONTAS COAL COMPANY LLC,Other,12/21/2021,Wyco Haul Roads,New,Bonded
P300424,POCAHONTAS COAL COMPANY LLC,Prospect,05/06/2024,Comer Branch Prospect (02/06/2,New,Bonded
S300719,POCAHONTAS COAL COMPANY LLC,Coal Surface Mine,06/07/2022,Wyco Surface Mine No. 1,New,Bonded
O301019,"PREMIUM ENERGY, LLC",Other,04/01/2020,Old Pinnacle Mine,New,Bonded
P300422,"PRIME MET, INC.",Prospect,05/26/2022,Skinned Poplar Gap Prospecting,New,Bonded
S500619,"PRIME MET, INC.",Coal Surface Mine,08/20/2021,Tom Bailey Branch Surface Mine,New,Bonded
P501624,"REFLECTANCE ENERGY, LLC",Prospect,05/08/2025,Horse Creek Prospect,New,Bonded
P301423,ROBERT MAXWELL DBA THE FAMILY ATV,Prospect,09/25/2023,Prospect No. 1,New,Bonded
P300124,"ROCKWELL MINING, LLC",Prospect,04/01/2024,Crane Fork Prospect,New,Bonded
P300425,"ROCKWELL MINING, LLC",Prospect,03/11/2025,Eagle 3 Crane Fork Prospect,New,Bonded
P301022,"ROCKWELL MINING, LLC",Prospect,12/28/2022,Eagle #3 Prospect,New,Bonded
P302724,"ROCKWELL MINING, LLC",Prospect,02/12/2025,Walnut Gap Prospect,New,Bonded
P500224,"ROCKWELL MINING, LLC",Prospect,05/31/2024,Coal Branch 2 Prospect,New,Bonded
P500225,"ROCKWELL MINING, LLC",Prospect,03/03/2025,Upper Eagle Prospect,New,Bonded
P500324,"ROCKWELL MINING, LLC",Prospect,06/17/2024,Flying Eagle Prospect #3,New,Bonded
S500121,"ROCKWELL MINING, LLC",Coal Surface Mine,11/23/2021,Guyandotte No. 1 Surface Mine,New,Bonded
U300122,"ROCKWELL MINING, LLC",Coal Underground,12/16/2024,Golden Eagle #1 Mine,New,Bonded
P500221,"WYOMING EAGLE, LLC",Prospect,03/16/2021,Sugar Run Surface Mine No. 1,New,Bonded
S500221,"WYOMING EAGLE, LLC",Coal Surface Mine,03/15/2022,Sugar Run Surface Mine No. 1,New,Bonded
S500420,"WYOMING EAGLE, LLC",Coal Surface Mine,03/24/2021,Still Run Surface Mine No. 2,New,Bonded
S501019,"WYOMING EAGLE, LLC",Coal Surface Mine,12/17/2020,Still Run Surface Mine No. 1,New,Bonded
U500405,"ROCKWELL MINING, LLC",Coal Underground,11/03/2005,WINIFREDE #17 DEEP MINE,Not Started,Bonded
O301218,QUINWOOD COAL COMPANY LLC,Other,11/22/2021,Fire Creek Haulroad,Not Started,Bonded
S301203,"REPUBLIC ENERGY, LLC",Coal Surface Mine,01/10/2006,Republic No. 3 Surface Mine,Not Started,Bonded
O500210,BANDMILL COAL LLC,Other,05/01/2017,Bandmill Hollow Impoundment,Not Started,Bonded
O500312,"LEXINGTON COAL COMPANY, LLC",Other - Haulroad Only,06/07/2013,Cow Creek Access Road,Not Started,Bonded
U400302,BLUESTONE COAL CORPORATION,Coal Underground,04/21/2004,Mill Creek Mine,Not Started,Bonded
U301612,MONTITO RESOURCES CORPORATION,Coal Underground,04/01/2014,Zack's Branch Mine No. 2,Not Started,Bonded
U402109,"NATIONAL RESOURCES, INC.",Coal Underground,06/11/2014,Deep Mine 9,Not Started,Bonded
U300418,"RAMACO RESOURCES, LLC",Coal Underground,08/31/2020,SQUIRE JIM DEEP MINE NO. 1,Not Started,Bonded
U400204,RAYCO LLC,Coal Underground,01/12/2005,War Branch No. 2 Mine,Not Started,Bonded
U401411,TRIPLE 7 COMMODITIES INC,Coal Underground,10/23/2013,Jump Branch Mine No. 1,Not Started,Bonded
U300814,"WEST VIRGINIA PROPERTIES, INC.",Coal Underground,11/05/2015,Caretta Sewell Mine,Not Started,Bonded
U301018,"WEST VIRGINIA PROPERTIES, INC.",Coal Underground,08/31/2020,Welch Deep Mine,Not Started,Bonded
U402287,"WESTWOOD MINING CO., INC.",Coal Underground,12/28/1988,,Not Started,Bonded
O500299,"JENNIE CREEK COMPANY, LLC",Other - Preparation Plant,10/25/2001,JENNIE CREEK PREP FACILITY,Not Started,Bonded
S300407,"RESERVE RESOURCE PARTNERS, INC.",Coal Surface Mine,01/06/2010,Muddlety Surface Mine No. 1,Not Started,Bonded
U300610,"RESERVE RESOURCE PARTNERS, INC.",Coal Underground,12/21/2011,Rockhouse Run Deep Mine No. 1,Not Started,Bonded
U300807,"RESERVE RESOURCE PARTNERS, INC.",Coal Underground,03/09/2009,Peerless No. 1 Deep Mine,Not Started,Bonded
U302707,"RESERVE RESOURCE PARTNERS, INC.",Coal Underground,01/19/2010,Mearns No. 1 Underground Mine,Not Started,Bonded
O500215,"ELK RUN COAL COMPANY, LLC",Other - Haulroad Only,04/13/2016,CC Haulroad No. 1,Not Started,Bonded
O500315,"ELK RUN COAL COMPANY, LLC",Other - Refuse Disposal,06/06/2016,CC Prep Plant Utility Area,Not Started,Bonded
O500415,"ELK RUN COAL COMPANY, LLC",Other,07/25/2016,Cabin Creek Preparation Plant,Not Started,Bonded
S301613,"KIRBY LAND COMPANY, INC.",Coal Surface Mine,04/20/2015,Whitby Surface Mine,Not Started,Bonded
U300112,POCAHONTAS COAL COMPANY LLC,Coal Underground,02/14/2014,Josephine No. 6 Deep Mine,Not Started,Bonded
S401401,BLUESTONE COAL CORPORATION,Coal Surface Mine,01/30/2004,Contour and Auger No. 1 Mine,Not Started,Bonded
U301312,MANAGEMENT CONSULTING SERVICES LLC,Coal Underground,07/26/2013,Mine 1,Not Started,Bonded
U301412,MANAGEMENT CONSULTING SERVICES LLC,Coal Underground,07/26/2013,Mine 2,Not Started,Bonded
O500321,"RAMACO RESOURCES, LLC",Coal Surface Mine,04/15/2022,Coal Mountain Loadout,Not Started,Bonded
O500122,"ROCKWELL MINING, LLC",Other,06/08/2022,Guyandotte Haulroad,Not Started,Bonded
S300815,"PANTHER CREEK MINING, LLC",Coal Surface Mine,07/25/2016,Toms Fork Contour Surface Mine,Not Started Ext Requested,Bonded
U500710,"KANAWHA EAGLE MINING, LLC",Coal Underground,06/10/2011,White Oak Mine No. 1,Not Started Extended,Bonded
S500313,"LEXINGTON COAL COMPANY, LLC",Coal Surface Mine,11/03/2014,Mine 15,Not Started Extended,Bonded
O302205,"GREENBRIER SMOKELESS COAL MINING, LLC",Other - Haulroad Only,12/15/2006,Mountaineer Haul Rd No. 2,Not Started Extended,Bonded
S300919,"GREENBRIER SMOKELESS COAL MINING, LLC",Coal Surface Mine,06/16/2020,Brown Creek Contour Mine,Not Started Extended,Bonded
S300915,"JEP MINING, LLC",Coal Surface Mine,11/16/2018,Duo Surface Mine No. 1,Not Started Extended,Bonded
U300818,QUINWOOD COAL COMPANY LLC,Coal Underground,03/26/2020,Fire Creek Deep Mine No. 1,Not Started Extended,Bonded
S300615,"WARRIOR ENERGY RESOURCES, LLC",Coal Surface Mine,05/08/2020,Laurel Valley No. 1 Surface Mine,Not Started Extended,Bonded
S500218,COAL-MAC LLC,Coal Surface Mine,03/15/2019,Cabin Branch Surface Mine,Not Started Extended,Bonded
S400511,"JUSTICE LOW SEAM MINING, INC.",Coal Surface Mine,04/14/2015,Big Creek Surface Mine,Not Started Extended,Bonded
U400207,"MID-VOL COAL SALES, INC.",Coal Underground,08/09/2011,161 Deep Mine,Not Started Extended,Bonded
U401409,"MID-VOL COAL SALES, INC.",Coal Underground,08/27/2012,NO. 4 DEEP MINE,Not Started Extended,Bonded
U401709,"MID-VOL COAL SALES, INC.",Coal Underground,12/10/2013,JENKIN JONES DEEP MINE,Not Started Extended,Bonded
U402009,"NATIONAL RESOURCES, INC.",Coal Underground,06/11/2014,Deep Mine 8,Not Started Extended,Bonded
U402209,"NATIONAL RESOURCES, INC.",Coal Underground,06/11/2014,Deep Mine 9L,Not Started Extended,Bonded
U300419,"WEST VIRGINIA PROPERTIES, INC.",Coal Underground,08/04/2020,Tug Fork Sewell Mine No. 1,Not Started Extended,Bonded
O500799,"JENNIE CREEK COMPANY, LLC",Other - Refuse Disposal,09/15/2003,JENNIE CREEK REFUSE FACILITY,Not Started Extended,Bonded
U303712,QUINWOOD COAL COMPANY LLC,Coal Underground,11/07/2016,Panther Deep Mine,Not Started Extended,Bonded
U300213,"ELK RUN COAL COMPANY, LLC",Coal Underground,11/22/2013,Titan Mine,Not Started Extended,Bonded
U500715,"ELK RUN COAL COMPANY, LLC",Coal Underground,10/17/2016,Mine No. 17,Not Started Extended,Bonded
U500815,"ELK RUN COAL COMPANY, LLC",Coal Underground,10/20/2016,Mine No. 18,Not Started Extended,Bonded
U500915,"ELK RUN COAL COMPANY, LLC",Coal Underground,10/25/2016,Mine No. 19,Not Started Extended,Bonded
U301911,MABEN COAL LLC,Coal Underground,08/14/2014,Allen Creek Mine No. 1,Not Started Extended,Bonded
S301709,"MARFORK COAL COMPANY, LLC",Coal Surface Mine,10/17/2012,Hazy Creek Highwall Mine No. 1,Not Started Extended,Bonded
U300214,POCAHONTAS COAL COMPANY LLC,Coal Underground,12/01/2015,Sugarcamp Deep Mine,Not Started Extended,Bonded
O302512,MABEN COAL LLC,Other - Preparation Plant,04/09/2013,Maben Preparation Plant,Not Started Extended,Bonded
U300912,MABEN COAL LLC,Coal Underground,01/07/2013,Maben Mine No. 1,Not Started Extended,Bonded
S501400,"BLACK CASTLE MINING COMPANY, LLC",Coal Surface Mine,01/12/2001,RAMO SURFACE MINE,Phase 1 Released,Released
S008780,COAL-MAC LLC,Coal Surface Mine,09/09/1980,,Phase 1 Released,Released
U501498,"ELK RUN COAL COMPANY, LLC",Coal Underground,12/01/1998,BLACK KNIGHT III,Phase 1 Released,Released
H037000,"ERP ENVIRONMENTAL FUND, INC.",Other - Haulroad Only,10/31/1978,,Phase 1 Released,Released
O002182,"ERP ENVIRONMENTAL FUND, INC.",Other,05/20/1982,,Phase 1 Released,Released
R040500,"ERP ENVIRONMENTAL FUND, INC.",Other,01/25/1983,,Phase 1 Released,Released
R075300,"ERP ENVIRONMENTAL FUND, INC.",Other,01/18/1981,,Phase 1 Released,Released
S003880,"ERP ENVIRONMENTAL FUND, INC.",Coal Surface Mine,05/05/1980,,Phase 1 Released,Released
S019377,"ERP ENVIRONMENTAL FUND, INC.",Coal Surface Mine,11/23/1977,,Phase 1 Released,Released
S021875,"ERP ENVIRONMENTAL FUND, INC.",Coal Surface Mine,09/23/1975,,Phase 1 Released,Released
U500200,"ERP ENVIRONMENTAL FUND, INC.",Coal Underground,05/03/2000,WHITES BRANCH DEEP MINE,Phase 1 Released,Released
U500894,"ERP ENVIRONMENTAL FUND, INC.",Coal Underground,09/07/1995,CAMP CREEK DEEP MINE,Phase 1 Released,Released
R000683,KANAWHA COAL LLC,Reprocessing,08/04/1983,,Phase 1 Released,Released
O004383,"LEXINGTON COAL COMPANY, LLC",Other,03/29/1983,,Phase 1 Released,Released
S503208,"LEXINGTON COAL COMPANY, LLC",Coal Surface Mine,02/12/2009,Surface Mine 5A,Phase 1 Released,Released
S001383,LOADOUT LLC,Coal Surface Mine,02/02/1983,,Phase 1 Released,Released
S003583,LOADOUT LLC,Coal Surface Mine,06/02/1983,,Phase 1 Released,Released
U040300,"OMAR MINING COMPANY, LLC",Coal Underground,04/06/1979,,Phase 1 Released,Released
U501601,"ROCKWELL MINING, LLC",Coal Underground,04/05/2002,WINIFREDE NO. 12,Phase 1 Released,Released
U501896,"ROCKWELL MINING, LLC",Coal Underground,09/22/1997,WINIFREDE 15 MINE,Phase 1 Released,Released
O010983,"LEXINGTON COAL COMPANY, LLC",Other,08/11/1983,,Phase 1 Released,Released
U065700,"LEXINGTON COAL COMPANY, LLC",Coal Underground,11/12/1980,,Phase 1 Released,Released
O303391,"WV RECLAIM CO, LLC",Other - Preparation Plant,11/12/1992,WINOC PREP PLANT,Phase 1 Released,Released
S201496,"WV RECLAIM CO, LLC",Coal Surface Mine,04/23/1997,SURFACE MINE NO. 2A,Phase 1 Released,Released
S601489,"WV RECLAIM CO, LLC",Coal Surface Mine,09/11/1989,MONOC #3 SURFACE MINE,Phase 1 Released,Released
U042800,"KINGSTON MINING, INC.",Coal Underground,06/19/1979,BELT TUNNEL,Phase 1 Released,Released
U301807,"LEXINGTON COAL COMPANY, LLC",Coal Underground,01/25/2008,Jarrett Branch Powellton,Phase 1 Released,Released
O017083,"MILBURN COLLIERY, LLC",Other,12/01/1983,,Phase 1 Released,Released
S303188,"PANTHER CREEK MINING, LLC",Coal Surface Mine,10/06/1988,HUFFMAN SURFACE MINE,Phase 1 Released,Released
U057000,"PANTHER CREEK MINING, LLC",Coal Underground,05/27/1980,,Phase 1 Released,Released
S300301,"WV RECLAIM CO, LLC",Coal Surface Mine,01/21/2004,Bridge Fork West Surface Mine,Phase 1 Released,Released
U300686,"MIDLAND TRAIL RESOURCES, LLC",Coal Underground,04/10/1986,NO 1 DEEP MINE,Phase 1 Released,Released
S302013,"WARRIOR ENERGY RESOURCES, LLC",Coal Surface Mine,09/29/2014,Sewell Valley #1 Mine,Phase 1 Released,Released
H054100,"ERP ENVIRONMENTAL FUND, INC.",Other - Haulroad Only,09/04/1980,HAULROAD,Phase 1 Released,Released
O002885,"ERP ENVIRONMENTAL FUND, INC.",Other,05/21/1985,OVERLAND CONVEYOR,Phase 1 Released,Released
R005600,"ERP ENVIRONMENTAL FUND, INC.",Other,12/04/1972,NO. 8 REFUSE AREA,Phase 1 Released,Released
S004779,"ERP ENVIRONMENTAL FUND, INC.",Coal Surface Mine,04/11/1979,#6 SURFACE MINE,Phase 1 Released,Released
S026876,"ERP ENVIRONMENTAL FUND, INC.",Coal Surface Mine,12/13/1976,,Phase 1 Released,Released
S000684,JACKS BRANCH COAL COMPANY,Coal Surface Mine,02/14/1984,MINE #1,Phase 1 Released,Released
S007885,JACKS BRANCH COAL COMPANY,Coal Surface Mine,08/20/1985,CUSTER HOLLOW MINE,Phase 1 Released,Released
S008883,JACKS BRANCH COAL COMPANY,Coal Surface Mine,11/10/1983,#1 MINE,Phase 1 Released,Released
U300990,JACKS BRANCH COAL COMPANY,Coal Underground,07/05/1991,,Phase 1 Released,Released
U302200,JACKS BRANCH COAL COMPANY,Coal Underground,04/17/2003,Lower Winifrede Mine,Phase 1 Released,Released
Z000481,JACKS BRANCH COAL COMPANY,Coal Surface Mine,01/07/1981,#1 MINE,Phase 1 Released,Released
O001482,LOADOUT LLC,Other,02/12/1982,REFUSE DISPOSAL AREA,Phase 1 Released,Released
U070600,LOADOUT LLC,Coal Underground,01/18/1981,,Phase 1 Released,Released
S500706,"ARGUS ENERGY WV, LLC",Coal Surface Mine,05/23/2007,PRETTY BRANCH SURFACE MINE,Phase 1 Released,Released
S501899,"ARGUS ENERGY WV, LLC",Coal Surface Mine,10/01/2001,WITCHER FORK SURFACE MINE,Phase 1 Released,Released
S502797,"ARGUS ENERGY WV, LLC",Coal Surface Mine,12/22/1997,COPLEY TRACE NO 1 SURFACE MINE,Phase 1 Released,Released
U500887,"ACTIVE RESOURCES, INC.",Coal Underground,03/13/1987,,Phase 1 Released,Released
U500500,"ARACOMA COAL COMPANY, LLC",Coal Underground,08/17/2000,BEE HOLLOW DEEP MINE,Phase 1 Released,Released
S501596,BANDMILL COAL LLC,Coal Surface Mine,12/17/1996,WADE # 3,Phase 1 Released,Released
S500189,COAL-MAC LLC,Coal Surface Mine,09/21/1990,,Phase 1 Released,Released
S500212,COAL-MAC LLC,Coal Surface Mine,09/10/2013,Winifrede Contour No. 2,Phase 1 Released,Released
S501112,COAL-MAC LLC,Coal Surface Mine,08/06/2013,Brushy Fork Surface Mine,Phase 1 Released,Released
S501188,COAL-MAC LLC,Coal Surface Mine,07/29/1988,,Phase 1 Released,Released
S502495,COAL-MAC LLC,Coal Surface Mine,03/08/1996,#2,Phase 1 Released,Released
S503091,COAL-MAC LLC,Coal Surface Mine,05/19/1994,BUMBO NO.1 MINE,Phase 1 Released,Released
S504592,COAL-MAC LLC,Coal Surface Mine,07/06/1993,LAUREL FORK SURFACE MINE,Phase 1 Released,Released
