"Permit_ID","Permittee","Operator","Mine_Name","Bond_Amount","Avail_Bond","Mine_Status","Bond_Status","Mine_Type","Acres","Acres_Dist","Acres_Orig","Acres_Recl","Expir_Date","Issue_Date","PMLU","PMLU_2","Post_SMCRA","Vio_Active","Vio_Total","WebLink","Full_Bond","Highwall_IDs","Highwall_Length","Highwall_Cost_Min","Highwall_Cost_Mid","Highwall_Cost_Max","Min_Deficit","Mid_Deficit","Max_Deficit"
"S300295","NICHOLAS CONTURA, LLC","HANOVER RESOURCES, LLC","PAX SURFACE MINE #3",2079360,2079360,"A4-Active, No coal removed","Bonded","Coal Surface Mine",875.49,538.47,627.91,362.65,2026-02-09,1996-02-09,"Forestland",NA,1,2,39,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300295&dep_office_id=OMR&responsible_party_name=NICHOLAS CONTURA, LLC",2079360,"[2352]",96.37383199,75312.62167,112968.93251,150625.24334,-2004047.37833,-1966391.06749,-1928734.75666
"S303593","PANTHER CREEK MINING, LLC","WCA, INC","STANLEY HERITAGE SURFACE MINE",509000,509000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",1157.71,11,1162.8,11,2020-05-11,1995-05-11,"Forestland","Fish and Wildlife Habitat/Recreation",1,3,43,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S303593&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",509000,"[2250]",130.10082,35193.48871,52790.23307,70386.97743,-473806.51129,-456209.76693,-438613.02257
"S301502","PANTHER CREEK MINING, LLC","WCA, INC","Pine Tree Flats Surface Mine",1745000,1745000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",348.49,193.98,334,98.92,2025-11-29,2005-11-29,"Fish and Wildlife Habitat/Recreation","Forestland",1,2,14,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301502&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",1745000,"[2203, 2212]",384.22182996,300515.80342,450773.70511,601031.60686,-1444484.19658,-1294226.29489,-1143968.39314
"S300600","PANTHER CREEK MINING, LLC","","Wildcat Surface Mine",385000,385000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",374.9,16.48,762.04,287.32,2019-01-23,2004-01-23,"Fish and Wildlife Habitat/Recreation",NA,1,2,18,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300600&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",385000,"[2130]",401.74164989,241125.281252,361687.921907,482250.562533,-143874.718748,-23312.078093,97250.562533
"S300795","PANTHER CREEK MINING, LLC","","SYCAMORE NORTH MINE",3189000,3189000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",717.71,551.88,657.06,37.09,2026-08-26,1996-08-26,"Fish and Wildlife Habitat/Recreation",NA,1,6,66,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300795&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",3189000,"[2307, 2308, 2310]",1388.99785542,982153.843234,1473230.764909,1964307.686469,-2206846.156766,-1715769.235091,-1224692.313531
"S300108","PANTHER CREEK MINING, LLC","","Joes Creek Surface Mine",7140000,7140000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",1719.92,471.18,1655.2,20.55,2027-12-06,2012-12-06,"Forestland",NA,1,-999,9,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300108&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",7140000,"[2121, 2133]",330.34798482,181259.570005,271889.35504,362519.14002,-6958740.429995,-6868110.64496,-6777480.85998
"S300415","PANTHER CREEK MINING, LLC","","Laurel Fork Contour Surface Mine",1025000,1025000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",202.25,62.79,157,2.03,2026-03-30,2016-03-30,"Forestland",NA,1,-999,14,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300415&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",1025000,"[2195]",400.42038355,235362.837073,353044.2556,470725.67427,-789637.162927,-671955.7444,-554274.32573
"S302390","PANTHER CREEK MINING, LLC","WCA, INC",NA,1422720,1422720,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",453.9,447.41,498.72,0,2026-07-15,1991-07-15,"Fish and Wildlife Habitat/Recreation",NA,1,-999,21,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302390&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",1422720,"[2232, 2228, 2219]",1279.47977088,788010.145917,1182015.218842,1576020.291933,-634709.854083,-240704.781158,153300.291933
"S302607","PANTHER CREEK MINING, LLC","CATENARY COAL COMPANY LLC","Threemile Surface Mine",4869000,4869000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",1112.54,209.48,1132.72,465.13,2028-10-23,2008-10-23,"Forestland",NA,1,1,26,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302607&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",4869000,"[2149, 2146, 2150, 2155, 2169, 2141]",1723.7592097,1318305.113374,1977457.669931,2636610.226791,-3550694.886626,-2891542.330069,-2232389.773209
"S302107","PANTHER CREEK MINING, LLC","WCA, INC","Longbottom Surface Mine",68000,68000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",42.43,42.43,70.26,25.72,2018-08-01,2008-08-01,"Forestland",NA,1,1,11,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302107&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",68000,"[2172, 2175]",334.11824097,205630.377682,308445.566503,411260.755334,137630.377682,240445.566503,343260.755334
"S602089","PANTHER CREEK MINING, LLC","","SYCAMORE SO. SUR. MINE",2384080,2384080,"NS-Not Started","Bonded","Coal Surface Mine",634.49,151.18,1219.92,478.65,2029-12-13,1989-12-13,"Fish and Wildlife Habitat/Recreation",NA,1,1,68,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S602089&dep_office_id=OMR&responsible_party_name=PANTHER CREEK MINING, LLC",2384080,"[2316]",81.44414458,111997.2878,167995.9317,223994.5755,-2272082.7122,-2216084.0683,-2160085.4245
"S006776","PEACH CREEK PROCESSING COMPANY","BLUE KNOB MINING INC",NA,0,0,"Closed","Not Bonded","Coal Surface Mine",0,-999,95,-999,1981-03-05,1976-03-05,NA,NA,1,-999,-999,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S006776&dep_office_id=OMR&responsible_party_name=PEACH CREEK PROCESSING COMPANY",0,"[1702]",220.7202697,51058.65402,76587.98102,102117.30803,51058.65402,76587.98102,102117.30803
"S301013","POCAHONTAS COAL COMPANY LLC","","Devil's Fork Highwall Mine No. 2",382152,382152,"A4-Active, No coal removed","Bonded","Coal Surface Mine",359.46,63.73,217.6,236.73,2029-09-30,2014-09-30,"Forestland",NA,1,1,6,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301013&dep_office_id=OMR&responsible_party_name=POCAHONTAS COAL COMPANY LLC",382152,"[2342]",154.24533879,49054.391162,73581.586737,98108.782313,-333097.608838,-308570.413263,-284043.217687
"S302007","POCAHONTAS COAL COMPANY LLC","","Tommy Creek Mine No. 3",272136,272136,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",289.22,0,340.97,221.03,2024-03-12,2009-03-12,"Forestland",NA,1,-999,7,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302007&dep_office_id=OMR&responsible_party_name=POCAHONTAS COAL COMPANY LLC",272136,"[2363]",259.9346849,92563.39138,138845.08708,185126.78272,-179572.60862,-133290.91292,-87009.21728
"S502708","POWDERMILL PROCESSING, INC.","","POWDERMILL BRANCH SURFACE MINE",0,0,"Forfeited","Forfeited","Coal Surface Mine",97.63,0,124,0,2022-01-18,2012-01-18,"Forestland",NA,1,14,19,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S502708&dep_office_id=OMR&responsible_party_name=POWDERMILL PROCESSING, INC.",0,"[1156]",285.50901127,97591.770075,146387.655112,195183.54017,97591.770075,146387.655112,195183.54017
"S005384","POWER MOUNTAIN CONTURA, LLC","HIGH POWER ENERGY",NA,250800,250800,"A4-Active, No coal removed","Bonded","Coal Surface Mine",301.66,202.85,140,98.81,2029-08-03,1984-08-03,"Forestland",NA,1,1,18,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S005384&dep_office_id=OMR&responsible_party_name=POWER MOUNTAIN CONTURA, LLC",250800,"[2417]",239.87653201,167872.61244,251808.91861,335745.22485,-82927.38756,1008.91860999999,84945.22485
"S600287","PRINCESS SUSAN COAL COMPANY","",NA,0,0,"Forfeited","Forfeited","Coal Surface Mine",0,-999,167,-999,1996-04-07,1987-04-07,NA,NA,1,10,21,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S600287&dep_office_id=OMR&responsible_party_name=PRINCESS SUSAN COAL COMPANY",0,"[2287]",204.43070239,74329.171614,111493.757411,148658.343217,74329.171614,111493.757411,148658.343217
"S400403","RAMACO RESOURCES, LLC","MIRACLE MINING INC","Amonate Auger No. 2",639360,639360,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",221.53,69.16,154.65,83.61,2028-11-21,2003-11-21,"Fish and Wildlife Habitat/Recreation","Forestland",1,-999,8,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S400403&dep_office_id=OMR&responsible_party_name=RAMACO RESOURCES, LLC",639360,"[2061]",147.2495165,46883.32438,70324.98656,93766.64876,-592476.67562,-569035.01344,-545593.35124
"S500803","RAVEN CREST CONTRACTING, LLC","BUNDY AUGER MINING, INC.","Boone North No. 2 Surface Mine",1638756,1638756,"AQ-Active Quarry","Bonded","Coal Surface Mine",891.91,49,861.9,49,2019-10-14,2004-10-14,"Forestland","Fish and Wildlife Habitat/Recreation",1,3,72,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S500803&dep_office_id=OMR&responsible_party_name=RAVEN CREST CONTRACTING, LLC",1638756,"[1976, 1980]",514.34157582,257783.55206,386675.328129,515567.104088,-1380972.44794,-1252080.671871,-1123188.895912
"S500608","RAVEN CREST CONTRACTING, LLC","","BOONE NORTH #5 SURFACE MINE",4105000,4105000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",1141,663.41,724.48,387.97,2029-09-03,2009-09-03,"Forestland",NA,1,4,61,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S500608&dep_office_id=OMR&responsible_party_name=RAVEN CREST CONTRACTING, LLC",4105000,"[2019]",634.54682328,365287.80923,547931.71375,730575.61846,-3739712.19077,-3557068.28625,-3374424.38154
"S501701","RAVEN CREST CONTRACTING, LLC","","BOONE NORTH NO. 1 SURFACE MINE",370000,370000,"IA-Approved inactive Status","Bonded","Coal Surface Mine",127.15,59.55,616.24,31.01,2027-08-09,2002-08-09,"Forestland",NA,1,-999,59,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S501701&dep_office_id=OMR&responsible_party_name=RAVEN CREST CONTRACTING, LLC",370000,"[1957]",224.30423853,147441.582683,221162.37402,294883.165357,-222558.417317,-148837.62598,-75116.834643
"S001078","REFLECTANCE ENERGY, LLC","FORECAST LEASING, INC","Skillet Creek Surface Mine",890720,890720,"A4-Active, No coal removed","Bonded","Coal Surface Mine",292.74,2,360,0,2027-08-07,1978-01-16,"Hayland or Pasture","Residential",1,-999,16,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S001078&dep_office_id=OMR&responsible_party_name=REFLECTANCE ENERGY, LLC",890720,"[1822]",272.61406433,146544.298146,219816.447244,293088.596313,-744175.701854,-670903.552756,-597631.403687
"S300115","REPUBLIC ENERGY, LLC","","Long Ridge #1 Surface Mine",1979920,1979920,"A4-Active, No coal removed","Bonded","Coal Surface Mine",864.05,330.24,847.16,115.58,2026-12-21,2016-12-21,"Forestland",NA,1,-999,6,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300115&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",1979920,"[2296]",125.8687835,32248.43774,48372.65661,64496.87549,-1947671.56226,-1931547.34339,-1915423.12451
"S300101","REPUBLIC ENERGY, LLC","","Republic No. 2 Surface Mine",1424800,1424800,"A4-Active, No coal removed","Bonded","Coal Surface Mine",952.06,49.5,917.96,615.06,2028-10-06,2003-10-06,"Forestland",NA,1,-999,20,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300101&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",1424800,"[2288]",189.44868243,81237.63293,121856.4494,162475.26584,-1343562.36707,-1302943.5506,-1262324.73416
"S300316","REPUBLIC ENERGY, LLC","","Center Contour Surface Mine",1331140,1331140,"A4-Active, No coal removed","Bonded","Coal Surface Mine",561.43,-999,561.43,-999,2024-11-13,2019-11-13,"Forestland",NA,1,-999,-999,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300316&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",1331140,"[2277]",129.9730655,42474.89731,63712.34596,84949.79462,-1288665.10269,-1267427.65404,-1246190.20538
"S301712","REPUBLIC ENERGY, LLC","","Middle Ridge Surface Mine",3145000,3145000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",799.05,318.92,800.71,355.57,2029-03-24,2014-03-24,"Forestland",NA,1,-999,13,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301712&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",3145000,"[2282]",1235.04838354,367156.001875,550734.002783,734312.0037,-2777843.998125,-2594265.997217,-2410687.9963
"S302500","REPUBLIC ENERGY, LLC","ELK RUN COAL COMPANY INC","Republic No. 1 Surface Mine",2955000,2955000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",874.62,198.6,990,370.61,2028-10-06,2003-10-06,"Forestland",NA,1,-999,10,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302500&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",2955000,"[2256]",121.1595318,47684.7377,71527.10656,95369.47541,-2907315.2623,-2883472.89344,-2859630.52459
"S302195","REPUBLIC ENERGY, LLC","ELK RUN COAL COMPANY INC","EAGLE LAND NO. 1 SUR. MINE",4675000,4675000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",1378.39,193.34,2840.13,439.89,2027-08-20,1997-08-20,"Rangeland",NA,1,1,24,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S302195&dep_office_id=OMR&responsible_party_name=REPUBLIC ENERGY, LLC",4675000,"[2278]",227.0439332,77170.71501,115756.07251,154341.43001,-4597829.28499,-4559243.92749,-4520658.56999
"S300407","RESERVE RESOURCE PARTNERS, INC.","","Muddlety Surface Mine No. 1",145000,145000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",164.7,0,398.26,0,2020-01-06,2010-01-06,"Forestland",NA,1,4,4,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300407&dep_office_id=OMR&responsible_party_name=RESERVE RESOURCE PARTNERS, INC.",145000,"[2431]",397.32395845,228044.2787,342066.41802,456088.55736,83044.2787,197066.41802,311088.55736
"S301705","RESILIENT MINING LLC","","Glenco Hollow Surface Mine",908560,908560,"A4-Active, No coal removed","Bonded","Coal Surface Mine",569.2,24.49,534.1,241.95,2027-08-30,2007-08-30,"Fish and Wildlife Habitat/Recreation",NA,1,8,46,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301705&dep_office_id=OMR&responsible_party_name=RESILIENT MINING LLC",908560,"[2371]",286.08298263,56697.400638,85046.100963,113394.80128,-851862.599362,-823513.899037,-795165.19872
"S301601","RESILIENT MINING LLC","FRASURE CREEK MINING, LLC","Open Fork Surface Mine",2716520,2716520,"A4-Active, No coal removed","Bonded","Coal Surface Mine",591.72,65.61,509.05,442.91,2029-01-07,2004-01-07,"Forestland",NA,1,14,87,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301601&dep_office_id=OMR&responsible_party_name=RESILIENT MINING LLC",2716520,"[2379]",154.95402295,144906.330738,217359.496006,289812.661375,-2571613.669262,-2499160.503994,-2426707.338625
"S303807","RESILIENT MINING LLC","","Taylor Branch Surface Mine",805000,805000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",243.78,105.54,321.5,44.84,2029-12-14,2009-12-14,"Fish and Wildlife Habitat/Recreation",NA,1,15,38,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S303807&dep_office_id=OMR&responsible_party_name=RESILIENT MINING LLC",805000,"[2384, 2383, 2382, 2381]",1219.49639021,645927.9957638,968891.993581,1291855.991486,-159072.0042362,163891.993581,486855.991486
"H022400","ROCKWELL MINING, LLC","ED COAL INC","HAULROAD",37000,37000,"A2-Active, Reclamation only","Bonded","Other - Haulroad Only",26.99,254.93,238,160.88,2026-11-15,1976-07-29,"Fish and Wildlife Habitat/Recreation",NA,1,2,13,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=H022400&dep_office_id=OMR&responsible_party_name=ROCKWELL MINING, LLC",37000,"[2028]",123.6952279,41055.01225,61582.51837,82110.0245,4055.01225,24582.51837,45110.0245
"S400508","ROCKWELL MINING, LLC","","Huff Creek Surface Mine No. 1",4320000,4320000,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",862.9,471.3,745,84.6,2027-01-03,2012-01-03,"Fish and Wildlife Habitat/Recreation",NA,1,5,34,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S400508&dep_office_id=OMR&responsible_party_name=ROCKWELL MINING, LLC",4320000,"[2036, 2042]",2590.51314972,1802233.2021274,2703349.803507,3604466.404534,-2517766.7978726,-1616650.196493,-715533.595466
"S500613","ROCKWELL MINING, LLC","","Eagle Surface Mine",51200,51200,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",142.03,148.05,436.6,90.09,2024-12-23,2014-12-23,"Forestland",NA,1,-999,11,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S500613&dep_office_id=OMR&responsible_party_name=ROCKWELL MINING, LLC",51200,"[2211]",414.65291255,230476.93858,345715.40786,460953.87717,179276.93858,294515.40786,409753.87717
"S307686","ROYAL SCOT MINERALS, INC.","BRYANT MINING CO INC",NA,0,0,"Forfeited","Forfeited","Coal Surface Mine",486,-999,486,-999,2001-12-09,1986-12-09,"Fish and Wildlife Habitat/Recreation",NA,1,10,23,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S307686&dep_office_id=OMR&responsible_party_name=ROYAL SCOT MINERALS, INC.",0,"[2439]",150.88836555,40746.004911,61119.007371,81492.009818,40746.004911,61119.007371,81492.009818
"S500104","RUM CREEK COAL SALES, INC.","MOUNTAIN RECLAMATION AND CONSTRUCTION LLC","ANNA BRANCH #2 SURFACE MINE",0,0,"Phase III Release","Released","Coal Surface Mine",0,96.2,59,96.2,2014-04-14,2004-04-14,"Forestland",NA,1,-999,15,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S500104&dep_office_id=OMR&responsible_party_name=RUM CREEK COAL SALES, INC.",0,"[1803]",158.65444405,41199.90004,61799.85006,82399.80008,41199.90004,61799.85006,82399.80008
"S001982","S & K CORPORATION","",NA,0,0,"Forfeited","Forfeited","Coal Surface Mine",0,-999,50,-999,1987-02-11,1982-02-11,NA,NA,1,-999,-999,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S001982&dep_office_id=OMR&responsible_party_name=S & K CORPORATION",0,"[2394]",249.98575345,173260.63573,259890.95363,346521.27153,173260.63573,259890.95363,346521.27153
"S401809","SOUTHERN MINERALS, INC.","","Upper Shannon Branch Mine No.2",268320,268320,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",68.78,18.72,153.02,55.88,2027-01-18,2012-01-18,"Public Service","Forestland",1,-999,17,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S401809&dep_office_id=OMR&responsible_party_name=SOUTHERN MINERALS, INC.",268320,"[2074]",392.43424114,177733.1090894,266599.6636486,355466.218179,-90586.8909106,-1720.33635140001,87146.218179
"S301299","SUNDIAL MINING, LLC","","Edwight Surface Mine",10630000,10630000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",2123.43,301.7,1847.35,1379,2028-10-03,2003-10-03,"Forestland","Commercial Forestry",1,1,68,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S301299&dep_office_id=OMR&responsible_party_name=SUNDIAL MINING, LLC",10630000,"[2123, 2124, 2159, 2128, 2135, 2161, 2154, 2144, 2152, 2151]",5886.7760541,3038374.402352,4557561.603467,6076748.804952,-7591625.597648,-6072438.396533,-4553251.195048
"S401610","TRIPLE 7 COMMODITIES INC","","Totten Ridge Surface Mine No. 1",251160,251160,"AM-Active, Moving Coal","Bonded","Coal Surface Mine",271.83,90.58,273,0,2023-07-29,2013-07-29,"Forestland",NA,1,11,20,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S401610&dep_office_id=OMR&responsible_party_name=TRIPLE 7 COMMODITIES INC",251160,"[2253]",132.8005058,59438.46197,89157.69295,118876.9239,-191721.53803,-162002.30705,-132283.0761
"S300405","TYLER MORGAN, L.L.C.","","Fourmile Fk Surface Mine No. 2",2873240,2873240,"A4-Active, No coal removed","Bonded","Coal Surface Mine",818.81,279.47,640.18,280.97,2026-07-13,2006-07-13,"Industrial / Commercial","Public Service",1,16,75,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300405&dep_office_id=OMR&responsible_party_name=TYLER MORGAN, L.L.C.",2873240,"[2263, 2266, 2268, 2272, 2261]",4362.61105134,4131471.478574,6197207.217956,8262942.957299,1258231.478574,3323967.217956,5389702.957299
"S507792","WHITE FLAME ENERGY, INC.","ADDINGTON ENTERPRISES INC","WHITE FLAME NO. 4",0,0,"Phase III Release","Released","Coal Surface Mine",673.04,586.04,915,586.04,1999-03-01,1994-03-01,"Commercial Woodland",NA,1,-999,26,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S507792&dep_office_id=OMR&responsible_party_name=WHITE FLAME ENERGY, INC.",0,"[1720]",417.0500275,248316.18284,372474.27419,496632.36564,248316.18284,372474.27419,496632.36564
"S504888","WIND RIVER RESOURCES CORP.","KINLOCH MINING CO., INC",NA,0,0,"Phase III Release","Released","Coal Surface Mine",0,307.72,374.63,307.72,1998-10-20,1988-10-20,"Fish and Wildlife Habitat/Recreation",NA,1,4,40,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S504888&dep_office_id=OMR&responsible_party_name=WIND RIVER RESOURCES CORP.",0,"[1925, 1903, 1893]",816.72112273,383884.315128,575826.47266,767768.63014,383884.315128,575826.47266,767768.63014
"S200995","WV RECLAIM CO, LLC","ROLLING S AUGERING LLC","SURFACE MINE NO. 3",1665500,1665500,"A4-Active, No coal removed","Bonded","Coal Surface Mine",1739.59,201.7,1619.36,1409.4,2021-05-13,1996-05-13,"Hayland or Pasture","Combined",1,-999,63,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S200995&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",1665500,"[2403]",103.1676662,41183.29484,61774.94225,82366.58967,-1624316.70516,-1603725.05775,-1583133.41033
"S201298","WV RECLAIM CO, LLC","ROLLING S AUGERING LLC","IKE FORK NO. 1 SURFACE MINE",3587440,3587440,"A4-Active, No coal removed","Bonded","Coal Surface Mine",539,364.5,385.7,174.1,2026-07-30,2001-07-30,"Forestland","Commercial Woodland",1,4,23,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S201298&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",3587440,"[2409, 2413, 2410]",959.10542464,565068.696638,847603.044993,1130137.393207,-3022371.303362,-2739836.955007,-2457302.606793
"O300500","WV RECLAIM CO, LLC","","Sugarcamp Loadout",17000,17000,"A3-Active, Reclaimed","Bonded","Other - Haulroad Only",16.77,16.77,19.02,4.75,2026-07-18,2001-07-18,"Forestland",NA,1,-999,9,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=O300500&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",17000,"[2387]",129.1489178,51629.60593,77444.4089,103259.2119,34629.60593,60444.4089,86259.2119
"S300400","WV RECLAIM CO, LLC","BUNDY AUGER MINING, INC.","Bridge Fork Surface Mine",343000,343000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",343,311.43,320.5,-999,2011-06-19,2001-06-19,"Forestland",NA,1,4,82,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300400&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",343000,"[2388, 2389, 2386, 2390]",785.02223052,288074.619467,432111.92918,576149.23889,-54925.380533,89111.92918,233149.23889
"S300301","WV RECLAIM CO, LLC","BUNDY AUGER MINING, INC.","Bridge Fork West Surface Mine",582000,582000,"A4-Active, No coal removed","Bonded","Coal Surface Mine",463.8,290.7,485,290.7,2014-01-21,2004-01-21,"Forestland",NA,1,2,42,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S300301&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",582000,"[2385]",143.91467841,45746.24906,68619.37359,91492.49812,-536253.75094,-513380.62641,-490507.50188
"S200502","WV RECLAIM CO, LLC","ROLLING S AUGERING LLC","Surface Mine No. 4A",6276280,6276280,"A4-Active, No coal removed","Bonded","Coal Surface Mine",1759.63,6.62,1743.08,1180.99,2018-06-03,2003-06-03,"Forestland",NA,1,4,40,"https://apps.dep.wv.gov/WebApp/_dep/search/Permits/OMR/Permit_details.cfm?permit_id=S200502&dep_office_id=OMR&responsible_party_name=WV RECLAIM CO, LLC",6276280,"[2393]",127.792526,26462.01291,39693.01937,52924.02582,-6249817.98709,-6236586.98063,-6223355.97418
